column1,Customer_City,Customer_Country,Customer_Email,Customer_Fname,Customer_Id,Customer_Lname,Customer_Password,Customer_Segment,Customer_State,Customer_Street,Customer_Zipcode
9013,Bellflower,EE. UU.,XXXXXXXXX,Odessa,12908,Warner,XXXXXXXXX,Corporate,CA,"3032 Green Glen ",90706
9014,Aurora,EE. UU.,XXXXXXXXX,Amy,14077,Robinson,XXXXXXXXX,Corporate,CO,2236 Pleasant Route,80015
9015,Carlisle,EE. UU.,XXXXXXXXX,Tatyana,12994,Hale,XXXXXXXXX,Corporate,PA,"4927 Dewy Farms ",17013
9016,New York,EE. UU.,XXXXXXXXX,Mary,8356,Bailey,XXXXXXXXX,Corporate,NY,8771 Middle Quail Heath,10028
9017,Cleveland,EE. UU.,XXXXXXXXX,Billy,7149,Weeks,XXXXXXXXX,Corporate,OH,3499 Golden Ridge,44130
9018,Elyria,EE. UU.,XXXXXXXXX,Mary,1164,Hahn,XXXXXXXXX,Corporate,OH,7073 Burning Rise,44035
9019,North Las Vegas,EE. UU.,XXXXXXXXX,Basia,13830,Powell,XXXXXXXXX,Corporate,NV,9084 Dusty Elk Island,89030
9020,Brandon,EE. UU.,XXXXXXXXX,Aaron,8886,Deleon,XXXXXXXXX,Corporate,FL,586 Silver Branch Ledge,33511
9021,Los Angeles,EE. UU.,XXXXXXXXX,Leandra,12592,Jefferson,XXXXXXXXX,Corporate,CA,2291 Thunder Leaf Corners,90001
9022,Pompano Beach,EE. UU.,XXXXXXXXX,Melissa,8547,Cunningham,XXXXXXXXX,Corporate,FL,1065 Iron Lake Island,33064
9023,Hanford,EE. UU.,XXXXXXXXX,Mary,11323,Moore,XXXXXXXXX,Corporate,CA,1585 Jagged Fawn Heights,93230
9024,Jacksonville,EE. UU.,XXXXXXXXX,Mary,6504,Herman,XXXXXXXXX,Corporate,FL,5078 Foggy Panda Highlands,32225
9025,Troy,EE. UU.,XXXXXXXXX,Stephen,5156,Smith,XXXXXXXXX,Corporate,MI,7831 Rustic Panda Front,48098
9026,North Hollywood,EE. UU.,XXXXXXXXX,James,11280,Snyder,XXXXXXXXX,Corporate,CA,6316 Quiet Pines,91605
9027,Las Vegas,EE. UU.,XXXXXXXXX,Mary,5852,Harris,XXXXXXXXX,Corporate,NV,556 Cozy Maze,89101
9028,Perth Amboy,EE. UU.,XXXXXXXXX,Ronald,2930,Petty,XXXXXXXXX,Corporate,NJ,157 Sunny Highlands,8861
9029,Modesto,EE. UU.,XXXXXXXXX,Andrew,4310,Smith,XXXXXXXXX,Corporate,CA,4062 Clear Pond Circuit,95351
9030,Honolulu,EE. UU.,XXXXXXXXX,Martha,790,Robinson,XXXXXXXXX,Corporate,HI,5652 Thunder Crossing,96817
9031,Antioch,EE. UU.,XXXXXXXXX,Nathan,5045,Stevens,XXXXXXXXX,Corporate,TN,961 Honey Plaza,37013
9032,Irvington,EE. UU.,XXXXXXXXX,Mary,6433,Smith,XXXXXXXXX,Corporate,NJ,1221 Cinder Pines,7111
9033,Chicago,EE. UU.,XXXXXXXXX,Mary,9406,Jones,XXXXXXXXX,Corporate,IL,8187 Merry Pony Field,60660
9034,Bensalem,EE. UU.,XXXXXXXXX,Donald,11971,Klein,XXXXXXXXX,Corporate,PA,4940 Velvet Timber Cape,19020
9035,San Diego,EE. UU.,XXXXXXXXX,Robert,9128,Smith,XXXXXXXXX,Corporate,CA,8773 Dewy Blossom Line,92129
9036,Olathe,EE. UU.,XXXXXXXXX,Mary,7065,Watson,XXXXXXXXX,Corporate,KS,8791 Cozy Passage,66062
9037,West Covina,EE. UU.,XXXXXXXXX,Mary,9937,Atkins,XXXXXXXXX,Corporate,CA,8766 Easy Leaf Knoll,91790
9038,Washington,EE. UU.,XXXXXXXXX,Mary,4743,Smith,XXXXXXXXX,Corporate,DC,7111 Cotton Blossom Estates,20009
9039,Bronx,EE. UU.,XXXXXXXXX,Karen,956,Smith,XXXXXXXXX,Corporate,NY,5407 Hazy Hills Point,10473
9040,Miami,EE. UU.,XXXXXXXXX,Jose,3461,Smith,XXXXXXXXX,Corporate,FL,2616 Green View Gate,33175
9041,Houston,EE. UU.,XXXXXXXXX,Chastity,18165,Crawford,XXXXXXXXX,Corporate,TX,1513 Merry Heath,77093
9042,Houston,EE. UU.,XXXXXXXXX,Kevyn,18138,Christian,XXXXXXXXX,Corporate,TX,577 Rustic Nectar Row,77083
9043,Baltimore,EE. UU.,XXXXXXXXX,Yetta,19139,Morton,XXXXXXXXX,Corporate,MD,5372 Silent Treasure Byway,21218
9044,Miami,EE. UU.,XXXXXXXXX,Indira,19245,Webster,XXXXXXXXX,Corporate,FL,1927 Harvest Lane,33175
9045,Greenville,EE. UU.,XXXXXXXXX,Quintessa,16496,Cochran,XXXXXXXXX,Corporate,NC,1658 Emerald Pony Green,27858
9046,San Jose,EE. UU.,XXXXXXXXX,Brynn,16494,Ruiz,XXXXXXXXX,Corporate,CA,4105 Fallen Goose Port,95124
9047,Columbus,EE. UU.,XXXXXXXXX,Rachel,16438,Farley,XXXXXXXXX,Corporate,GA,4320 Iron Highlands,31907
9048,Laredo,EE. UU.,XXXXXXXXX,Sylvia,16595,Franklin,XXXXXXXXX,Corporate,TX,6842 Clear Brook Jetty,78040
9049,Simi Valley,EE. UU.,XXXXXXXXX,Cassady,18756,Todd,XXXXXXXXX,Corporate,CA,4311 Old Edge,93063
9050,West Jordan,EE. UU.,XXXXXXXXX,Clementine,18852,Lowe,XXXXXXXXX,Corporate,UT,1134 Blue Brook End,84084
9051,Rego Park,EE. UU.,XXXXXXXXX,Tana,15868,Pickett,XXXXXXXXX,Corporate,NY,430 Little Beach,11374
9052,Miami,EE. UU.,XXXXXXXXX,Leandra,18832,Bishop,XXXXXXXXX,Corporate,FL,9505 Fallen River Cove,33157
9053,Newark,EE. UU.,XXXXXXXXX,Arthur,11038,Smith,XXXXXXXXX,Corporate,NJ,9765 Quaking Turnabout,7104
9054,Santa Clara,EE. UU.,XXXXXXXXX,Jennifer,5880,Kerr,XXXXXXXXX,Corporate,CA,7589 Honey Fawn Crossing,95051
9055,Daly City,EE. UU.,XXXXXXXXX,Tashya,18445,Travis,XXXXXXXXX,Corporate,CA,3948 Shady Campus,94015
9056,National City,EE. UU.,XXXXXXXXX,Stella,18300,Sellers,XXXXXXXXX,Corporate,CA,5131 Grand Dale Ramp,91950
9057,Garden Grove,EE. UU.,XXXXXXXXX,Lynn,17645,Mullins,XXXXXXXXX,Corporate,CA,9089 Round Willow Route,92843
9058,Dorchester Center,EE. UU.,XXXXXXXXX,Jael,17428,Mckenzie,XXXXXXXXX,Corporate,MA,3374 Gentle Elk Centre,2124
9059,Chicago,EE. UU.,XXXXXXXXX,Pearl,17264,Harvey,XXXXXXXXX,Corporate,IL,7731 Heather Mall,60640
9060,Napa,EE. UU.,XXXXXXXXX,Lauren,106,Freeman,XXXXXXXXX,Corporate,CA,2783 Foggy Mews,94558
9061,Sacramento,EE. UU.,XXXXXXXXX,Maite,20633,Hendricks,XXXXXXXXX,Corporate,CA,2534 Umber Landing,95823
9062,Atlanta,EE. UU.,XXXXXXXXX,Nevada,18452,Mccoy,XXXXXXXXX,Corporate,GA,2649 Pleasant Campus,30318
9063,Sacramento,EE. UU.,XXXXXXXXX,Dana,20560,Cardenas,XXXXXXXXX,Corporate,CA,6473 Bright Expressway,95828
9064,Apex,EE. UU.,XXXXXXXXX,Carol,8458,Smith,XXXXXXXXX,Corporate,NC,3567 Merry Trace,27502
9065,Flushing,EE. UU.,XXXXXXXXX,Lunea,18449,Padilla,XXXXXXXXX,Corporate,NY,5103 Burning Embers Green,11355
9066,Philadelphia,EE. UU.,XXXXXXXXX,Eden,17724,Ortega,XXXXXXXXX,Corporate,PA,5346 Clear Hills Way,19144
9067,Bronx,EE. UU.,XXXXXXXXX,Carissa,17741,Hanson,XXXXXXXXX,Corporate,NY,2734 Dusty Blossom Road,10460
9068,Cumberland,EE. UU.,XXXXXXXXX,Lareina,18677,Workman,XXXXXXXXX,Corporate,MD,4197 Lazy Diversion,21502
9069,Newark,EE. UU.,XXXXXXXXX,Constance,15652,Mcclure,XXXXXXXXX,Corporate,NJ,1356 Bright Lagoon Trail,7105
9070,Glenview,EE. UU.,XXXXXXXXX,Melinda,15471,Holman,XXXXXXXXX,Corporate,IL,1865 Bright Dale Walk,60025
9071,El Paso,EE. UU.,XXXXXXXXX,Orli,15306,Mcintosh,XXXXXXXXX,Corporate,TX,7007 Golden Edge,79936
9072,North Richland Hills,EE. UU.,XXXXXXXXX,Mary,9828,Smith,XXXXXXXXX,Corporate,TX,454 Velvet Gate Park,76180
9073,Wheaton,EE. UU.,XXXXXXXXX,Albert,6597,Smith,XXXXXXXXX,Corporate,IL,7811 Red Embers Road,60187
9074,North Hollywood,EE. UU.,XXXXXXXXX,Amber,20296,Barber,XXXXXXXXX,Corporate,CA,2262 Gentle Island Vista,91606
9075,South Ozone Park,EE. UU.,XXXXXXXXX,Hollee,16348,Mckinney,XXXXXXXXX,Corporate,NY,5616 Little Lagoon Street,11420
9076,Irving,EE. UU.,XXXXXXXXX,Holly,16222,Hayes,XXXXXXXXX,Corporate,TX,8832 Quiet Manor,75061
9077,Las Vegas,EE. UU.,XXXXXXXXX,Nora,16221,Whitehead,XXXXXXXXX,Corporate,NV,550 Easy Close,89110
9078,Vacaville,EE. UU.,XXXXXXXXX,Eden,15190,Mckee,XXXXXXXXX,Corporate,CA,7469 Misty Log Estates,95687
9079,Carlisle,EE. UU.,XXXXXXXXX,Jade,20110,House,XXXXXXXXX,Corporate,PA,4927 Dewy Farms,17013
9080,New York,EE. UU.,XXXXXXXXX,Jolene,19875,Lara,XXXXXXXXX,Corporate,NY,3758 Sunny Mall,10025
9081,Mentor,EE. UU.,XXXXXXXXX,Blythe,16107,Spencer,XXXXXXXXX,Corporate,OH,1430 Gentle Grove Glade,44060
9082,Elyria,EE. UU.,XXXXXXXXX,Susan,16177,Harding,XXXXXXXXX,Corporate,OH,3847 Wishing Front,44035
9083,Los Angeles,EE. UU.,XXXXXXXXX,Willow,17144,Mccarty,XXXXXXXXX,Corporate,CA,6889 Velvet Impasse,90024
9084,Tucson,EE. UU.,XXXXXXXXX,Keelie,18936,Harper,XXXXXXXXX,Corporate,AZ,8297 Golden Green,85719
9085,New York,EE. UU.,XXXXXXXXX,Lesley,18636,Slater,XXXXXXXXX,Corporate,NY,2319 Fallen Impasse,10033
9086,Harvey,EE. UU.,XXXXXXXXX,Katelyn,17143,Mills,XXXXXXXXX,Corporate,IL,5902 Silver Embers Diversion,60426
9087,Chicago,EE. UU.,XXXXXXXXX,Whitney,20302,Franks,XXXXXXXXX,Corporate,IL,2638 Amber Oak Grounds,60628
9088,Chicago,EE. UU.,XXXXXXXXX,Gemma,20050,Morrison,XXXXXXXXX,Corporate,IL,3829 Gentle Beacon Meadow,60617
9089,Miami,EE. UU.,XXXXXXXXX,Aimee,20355,Cotton,XXXXXXXXX,Corporate,FL,1557 Harvest Pond Canyon,33177
9090,Eugene,EE. UU.,XXXXXXXXX,Astra,16353,Goff,XXXXXXXXX,Corporate,OR,3520 Hazy Inlet,97405
9091,Greeley,EE. UU.,XXXXXXXXX,Rhonda,20046,Love,XXXXXXXXX,Corporate,CO,7168 Indian Circuit,80631
9092,Elgin,EE. UU.,XXXXXXXXX,Margaret,19199,Robertson,XXXXXXXXX,Corporate,IL,5497 Wishing Bank,60120
9093,Hilliard,EE. UU.,XXXXXXXXX,Martina,20462,Nielsen,XXXXXXXXX,Corporate,OH,4616 Thunder View Link,43026
9094,Baytown,EE. UU.,XXXXXXXXX,Paula,17665,Bowman,XXXXXXXXX,Corporate,TX,7596 Emerald Common,77520
9095,San Antonio,EE. UU.,XXXXXXXXX,Olga,18890,Mooney,XXXXXXXXX,Corporate,TX,9724 Indian Trail,78250
9096,Newark,EE. UU.,XXXXXXXXX,Victoria,17480,Campbell,XXXXXXXXX,Corporate,DE,4063 Little Creek Court,19702
9097,Colorado Springs,EE. UU.,XXXXXXXXX,Cynthia,11268,Jenkins,XXXXXXXXX,Corporate,CO,3663 Umber Cloud Arbor,80906
9098,Plano,EE. UU.,XXXXXXXXX,Michelle,4749,Terry,XXXXXXXXX,Corporate,TX,8094 Blue Path,75023
9099,Brooklyn,EE. UU.,XXXXXXXXX,Christine,18638,Roman,XXXXXXXXX,Corporate,NY,1014 Colonial Cider Terrace,11212
9100,Sunnyvale,EE. UU.,XXXXXXXXX,Morgan,19996,Harrington,XXXXXXXXX,Corporate,CA,2638 Blue Rise Hollow,94086
9101,Chapel Hill,EE. UU.,XXXXXXXXX,Jane,15272,Kramer,XXXXXXXXX,Corporate,NC,7417 Stony Barn Heath,27514
9102,Pomona,EE. UU.,XXXXXXXXX,Julia,1093,Bowers,XXXXXXXXX,Corporate,CA,1777 Old Willow Stead,91766
9103,San Bernardino,EE. UU.,XXXXXXXXX,Mary,3669,Soto,XXXXXXXXX,Corporate,CA,4868 Tawny Park,92410
9104,Westminster,EE. UU.,XXXXXXXXX,Raymond,5278,Kennedy,XXXXXXXXX,Corporate,CA,8110 Broad Passage,92683
9105,East Brunswick,EE. UU.,XXXXXXXXX,Mary,7976,Smith,XXXXXXXXX,Corporate,NJ,9670 Indian Rabbit Glade,8816
9106,Detroit,EE. UU.,XXXXXXXXX,Mary,2557,Bradshaw,XXXXXXXXX,Corporate,MI,8547 Misty Carrefour,48228
9107,Jacksonville,EE. UU.,XXXXXXXXX,Mary,7526,Kim,XXXXXXXXX,Corporate,FL,6901 Lazy Plaza,32244
9108,Van Nuys,EE. UU.,XXXXXXXXX,Mary,9229,Hernandez,XXXXXXXXX,Corporate,CA,9391 Little Leaf Ramp,91406
9109,Levittown,EE. UU.,XXXXXXXXX,Mary,3791,Smith,XXXXXXXXX,Corporate,NY,7596 Silent Mews,11756
9110,Chesapeake,EE. UU.,XXXXXXXXX,Ryan,11960,Allen,XXXXXXXXX,Corporate,VA,3151 Rocky Gate Limits,23322
9111,Davis,EE. UU.,XXXXXXXXX,Carol,11707,Schwartz,XXXXXXXXX,Corporate,CA,9695 Bright Path,95616
9112,Sunnyvale,EE. UU.,XXXXXXXXX,Walter,444,Lambert,XXXXXXXXX,Corporate,CA,2638 Blue Rise Hollow,94086
9113,Lutz,EE. UU.,XXXXXXXXX,Mary,5336,Smith,XXXXXXXXX,Corporate,FL,6461 Blue Pines,33549
9114,Mission,EE. UU.,XXXXXXXXX,Willie,11953,Galvan,XXXXXXXXX,Corporate,TX,2643 Tawny By-pass,78572
9115,Hendersonville,EE. UU.,XXXXXXXXX,Mary,3300,Simpson,XXXXXXXXX,Corporate,TN,2293 Thunder Vale,37075
9116,San Pablo,EE. UU.,XXXXXXXXX,David,2460,Larsen,XXXXXXXXX,Corporate,CA,7381 Cozy Horse Path,94806
9117,Eugene,EE. UU.,XXXXXXXXX,Terry,3917,David,XXXXXXXXX,Corporate,OR,3520 Hazy Inlet,97405
9118,Detroit,EE. UU.,XXXXXXXXX,Shirley,4834,Miller,XXXXXXXXX,Corporate,MI,4767 Red Thicket,48219
9119,Sheboygan,EE. UU.,XXXXXXXXX,Christine,2883,Smith,XXXXXXXXX,Corporate,WI,1 Crystal Gate,53081
9120,Saint Louis,EE. UU.,XXXXXXXXX,Mary,11120,Smith,XXXXXXXXX,Corporate,MO,4534 Silver Limits,63116
9121,Aurora,EE. UU.,XXXXXXXXX,Mary,1221,Smith,XXXXXXXXX,Corporate,CO,830 Hidden Lake Quay,80011
9122,El Monte,EE. UU.,XXXXXXXXX,Mary,1610,Le,XXXXXXXXX,Corporate,CA,568 Broad Brook Common,91732
9123,Potomac,EE. UU.,XXXXXXXXX,Maria,1953,Ortiz,XXXXXXXXX,Corporate,MD,8842 Indian View Corners,20854
9124,Marion,EE. UU.,XXXXXXXXX,Kenneth,7372,King,XXXXXXXXX,Corporate,OH,3076 Iron By-pass,43302
9125,Cleveland,EE. UU.,XXXXXXXXX,Mary,12122,Smith,XXXXXXXXX,Corporate,OH,3922 Easy Manor,44109
9126,Brooklyn,EE. UU.,XXXXXXXXX,Mark,5524,Gamble,XXXXXXXXX,Corporate,NY,2690 Blue Cloud By-pass,11206
9127,El Cajon,EE. UU.,XXXXXXXXX,Diana,7608,Moyer,XXXXXXXXX,Corporate,CA,2831 Rustic Dale,92021
9128,Ontario,EE. UU.,XXXXXXXXX,Jason,10285,Smith,XXXXXXXXX,Corporate,CA,7945 Wishing Bear Drive,91764
9129,Stamford,EE. UU.,XXXXXXXXX,Mary,1522,Yates,XXXXXXXXX,Corporate,CT,712 Noble Road,6902
9130,Middletown,EE. UU.,XXXXXXXXX,Mary,6934,Ellis,XXXXXXXXX,Corporate,OH,379 Dusty Autoroute,45044
9131,Caguas,Puerto Rico,XXXXXXXXX,Mary,2896,Smith,XXXXXXXXX,Corporate,PR,259 Sunny Passage,725
9132,Caguas,Puerto Rico,XXXXXXXXX,William,11109,Smith,XXXXXXXXX,Corporate,PR,5657 Lost Expressway,725
9133,Caguas,Puerto Rico,XXXXXXXXX,Elizabeth,7028,Edwards,XXXXXXXXX,Corporate,PR,2692 Cozy Autumn Extension,725
9134,Caguas,Puerto Rico,XXXXXXXXX,Teresa,1844,Smith,XXXXXXXXX,Corporate,PR,9780 Crystal Chase,725
9135,Caguas,Puerto Rico,XXXXXXXXX,Betty,1981,Romero,XXXXXXXXX,Corporate,PR,7694 Burning Towers,725
9136,Caguas,Puerto Rico,XXXXXXXXX,Clare,17606,Sutton,XXXXXXXXX,Corporate,PR,1792 High By-pass,725
9137,Caguas,Puerto Rico,XXXXXXXXX,Briar,18948,Graves,XXXXXXXXX,Corporate,PR,8399 Lazy Anchor Boulevard,725
9138,Caguas,Puerto Rico,XXXXXXXXX,Deanna,19019,Glenn,XXXXXXXXX,Corporate,PR,3225 Dusty Autumn Meadow,725
9139,Caguas,Puerto Rico,XXXXXXXXX,Stacey,19790,Suarez,XXXXXXXXX,Corporate,PR,7760 Golden Limits,725
9140,Caguas,Puerto Rico,XXXXXXXXX,Cally,16255,Barlow,XXXXXXXXX,Corporate,PR,5452 Jagged Green,725
9141,Caguas,Puerto Rico,XXXXXXXXX,Brenna,19966,Berger,XXXXXXXXX,Corporate,PR,9832 Umber Beacon Vale,725
9142,Caguas,Puerto Rico,XXXXXXXXX,Claire,17166,Hardin,XXXXXXXXX,Corporate,PR,1116 Hazy Path,725
9143,Caguas,Puerto Rico,XXXXXXXXX,Sharon,19999,Ewing,XXXXXXXXX,Corporate,PR,6316 Wishing Rise,725
9144,Caguas,Puerto Rico,XXXXXXXXX,Jaime,19853,Mcneil,XXXXXXXXX,Corporate,PR,6956 Misty Anchor Close,725
9145,Caguas,Puerto Rico,XXXXXXXXX,Ila,20284,Bradley,XXXXXXXXX,Corporate,PR,5193 Amber Cider Path,725
9146,Caguas,Puerto Rico,XXXXXXXXX,Hyacinth,20281,Aguirre,XXXXXXXXX,Corporate,PR,3765 Fallen Branch Round,725
9147,Caguas,Puerto Rico,XXXXXXXXX,Mary,1128,Chung,XXXXXXXXX,Corporate,PR,6296 Misty Goose Avenue,725
9148,Caguas,Puerto Rico,XXXXXXXXX,Mary,2560,Gilmore,XXXXXXXXX,Corporate,PR,6316 Quiet Pines,725
9149,Caguas,Puerto Rico,XXXXXXXXX,Mary,637,Smith,XXXXXXXXX,Corporate,PR,"9879 Lazy Horse Mall ",725
9150,Caguas,Puerto Rico,XXXXXXXXX,Joyce,9260,Smith,XXXXXXXXX,Corporate,PR,2385 Lost Zephyr Green,725
9151,Caguas,Puerto Rico,XXXXXXXXX,Walter,11560,Walton,XXXXXXXXX,Corporate,PR,7614 Middle Wood,725
9152,Caguas,Puerto Rico,XXXXXXXXX,Catherine,297,Smith,XXXXXXXXX,Corporate,PR,3176 Colonial Quay,725
9153,Caguas,Puerto Rico,XXXXXXXXX,Mary,5985,Smith,XXXXXXXXX,Corporate,PR,8792 Crystal Sky Hollow,725
9154,Caguas,Puerto Rico,XXXXXXXXX,Shirley,6971,Smith,XXXXXXXXX,Corporate,PR,5736 Silver Mountain Passage,725
9155,Caguas,Puerto Rico,XXXXXXXXX,Willie,11474,Greene,XXXXXXXXX,Corporate,PR,2943 Grand Embers Landing,725
9156,Caguas,Puerto Rico,XXXXXXXXX,Willie,7821,Smith,XXXXXXXXX,Corporate,PR,8509 Velvet Butterfly Manor,725
9157,Caguas,Puerto Rico,XXXXXXXXX,Michelle,5201,Keith,XXXXXXXXX,Corporate,PR,8189 Clear Key,725
9158,Caguas,Puerto Rico,XXXXXXXXX,Beverly,7533,Cantrell,XXXXXXXXX,Corporate,PR,1284 High Apple Highlands,725
9159,Caguas,Puerto Rico,XXXXXXXXX,Brenda,9006,Smith,XXXXXXXXX,Corporate,PR,1027 Blue Port,725
9160,Caguas,Puerto Rico,XXXXXXXXX,Mary,7017,Ewing,XXXXXXXXX,Corporate,PR,3137 Harvest Branch Road,725
9161,Caguas,Puerto Rico,XXXXXXXXX,William,4699,Smith,XXXXXXXXX,Corporate,PR,660 Harvest Bay,725
9162,Caguas,Puerto Rico,XXXXXXXXX,Mary,1016,Wilson,XXXXXXXXX,Corporate,PR,4136 Emerald Key,725
9163,Caguas,Puerto Rico,XXXXXXXXX,Mary,11610,Smith,XXXXXXXXX,Corporate,PR,3099 Blue Spring Glen,725
9164,Caguas,Puerto Rico,XXXXXXXXX,Mary,3132,Gutierrez,XXXXXXXXX,Corporate,PR,"3444 Jagged Brook Mall ",725
9165,Caguas,Puerto Rico,XXXXXXXXX,George,4197,Smith,XXXXXXXXX,Corporate,PR,5514 Fallen Round,725
9166,Caguas,Puerto Rico,XXXXXXXXX,John,8719,Smith,XXXXXXXXX,Corporate,PR,8428 Easy Townline,725
9167,Caguas,Puerto Rico,XXXXXXXXX,William,8479,Smith,XXXXXXXXX,Corporate,PR,3567 Merry Trace,725
9168,Caguas,Puerto Rico,XXXXXXXXX,Patrick,2101,Lopez,XXXXXXXXX,Corporate,PR,2863 Crystal Barn End,725
9169,Caguas,Puerto Rico,XXXXXXXXX,Mary,1143,Woods,XXXXXXXXX,Corporate,PR,9216 Tawny Berry Point,725
9170,Caguas,Puerto Rico,XXXXXXXXX,Catherine,5207,Erickson,XXXXXXXXX,Corporate,PR,5840 Pleasant Link,725
9171,Caguas,Puerto Rico,XXXXXXXXX,Pamela,6709,Smith,XXXXXXXXX,Corporate,PR,6025 Cotton Pond Farm,725
9172,Caguas,Puerto Rico,XXXXXXXXX,Mary,11515,Proctor,XXXXXXXXX,Corporate,PR,4566 Clear Willow Pike,725
9173,Caguas,Puerto Rico,XXXXXXXXX,Mary,7256,Cross,XXXXXXXXX,Corporate,PR,2121 Middle Log Jetty,725
9174,Caguas,Puerto Rico,XXXXXXXXX,Mary,1550,Smith,XXXXXXXXX,Corporate,PR,5768 Jagged Zephyr Port,725
9175,Caguas,Puerto Rico,XXXXXXXXX,Michelle,9883,Waters,XXXXXXXXX,Corporate,PR,4868 High Diversion,725
9176,Caguas,Puerto Rico,XXXXXXXXX,Mary,1954,Smith,XXXXXXXXX,Corporate,PR,7368 Colonial Range,725
9177,Caguas,Puerto Rico,XXXXXXXXX,Mary,1637,Smith,XXXXXXXXX,Corporate,PR,8950 Broad Rabbit Valley,725
9178,Caguas,Puerto Rico,XXXXXXXXX,Dorothy,5881,Smith,XXXXXXXXX,Corporate,PR,2089 Easy Heath,725
9179,Caguas,Puerto Rico,XXXXXXXXX,Sara,9739,Rich,XXXXXXXXX,Corporate,PR,6884 Honey Byway,725
9180,Caguas,Puerto Rico,XXXXXXXXX,Sarah,2909,Snyder,XXXXXXXXX,Corporate,PR,4379 Honey Private,725
9181,Caguas,Puerto Rico,XXXXXXXXX,Zachary,5628,Holt,XXXXXXXXX,Corporate,PR,4761 Amber Rabbit Path,725
9182,Caguas,Puerto Rico,XXXXXXXXX,Alexander,11773,Santos,XXXXXXXXX,Corporate,PR,8435 Green Route,725
9183,Caguas,Puerto Rico,XXXXXXXXX,Theresa,7508,Atkins,XXXXXXXXX,Corporate,PR,5406 Rocky Cloud Common,725
9184,Caguas,Puerto Rico,XXXXXXXXX,John,11818,Perry,XXXXXXXXX,Corporate,PR,4498 Velvet Treasure Link,725
9185,Caguas,Puerto Rico,XXXXXXXXX,Mary,9549,Byrd,XXXXXXXXX,Corporate,PR,2744 Quiet Cider Lane,725
9186,Caguas,Puerto Rico,XXXXXXXXX,Mary,4724,Nelson,XXXXXXXXX,Corporate,PR,8399 Lazy Anchor Boulevard,725
9187,Caguas,Puerto Rico,XXXXXXXXX,Randy,4482,Elliott,XXXXXXXXX,Corporate,PR,5436 Grand Hickory Farm,725
9188,Caguas,Puerto Rico,XXXXXXXXX,Mary,11414,Maxwell,XXXXXXXXX,Corporate,PR,8860 Old Road,725
9189,Guayama,Puerto Rico,XXXXXXXXX,Gregory,1966,Dunn,XXXXXXXXX,Corporate,PR,2636 Indian Expressway,784
9190,Caguas,Puerto Rico,XXXXXXXXX,William,1023,Morgan,XXXXXXXXX,Corporate,PR,3632 Emerald Robin Glen,725
9191,Caguas,Puerto Rico,XXXXXXXXX,Kathleen,3191,Tate,XXXXXXXXX,Corporate,PR,3510 Red Deer Link,725
9192,Caguas,Puerto Rico,XXXXXXXXX,Brittany,2598,Meyer,XXXXXXXXX,Corporate,PR,7762 Rocky Carrefour,725
9193,Caguas,Puerto Rico,XXXXXXXXX,Olivia,2623,Smith,XXXXXXXXX,Corporate,PR,8324 Little Common,725
9194,Caguas,Puerto Rico,XXXXXXXXX,Mary,1011,Smith,XXXXXXXXX,Corporate,PR,810 Jagged Pointe,725
9195,Caguas,Puerto Rico,XXXXXXXXX,Mary,7557,Hull,XXXXXXXXX,Corporate,PR,7122 Pleasant Port,725
9196,Caguas,Puerto Rico,XXXXXXXXX,Mary,5165,Smith,XXXXXXXXX,Corporate,PR,9089 Green Berry Key,725
9197,Caguas,Puerto Rico,XXXXXXXXX,Julie,10038,Smith,XXXXXXXXX,Corporate,PR,7441 Cozy Autumn Trace,725
9198,Caguas,Puerto Rico,XXXXXXXXX,Mary,5722,Smith,XXXXXXXXX,Corporate,PR,3032 Stony Front,725
9199,Caguas,Puerto Rico,XXXXXXXXX,William,9215,Robbins,XXXXXXXXX,Corporate,PR,3772 Cotton Barn Stead,725
9200,Caguas,Puerto Rico,XXXXXXXXX,Shirley,3119,Hinton,XXXXXXXXX,Corporate,PR,1927 Harvest Lane,725
9201,Caguas,Puerto Rico,XXXXXXXXX,Megan,225,Watson,XXXXXXXXX,Corporate,PR,732 Honey Harbour,725
9202,Caguas,Puerto Rico,XXXXXXXXX,Russell,1815,Smith,XXXXXXXXX,Corporate,PR,1875 Bright Ledge,725
9203,Caguas,Puerto Rico,XXXXXXXXX,Mary,11564,Hall,XXXXXXXXX,Corporate,PR,5603 Silver Beacon Cove,725
9204,Caguas,Puerto Rico,XXXXXXXXX,Donald,8158,Pugh,XXXXXXXXX,Corporate,PR,2649 Harvest Drive,725
9205,Caguas,Puerto Rico,XXXXXXXXX,Mark,7371,Smith,XXXXXXXXX,Corporate,PR,3874 Broad Byway,725
9206,Bayamon,Puerto Rico,XXXXXXXXX,Louis,7172,Smith,XXXXXXXXX,Corporate,PR,7732 Rustic Thicket,957
9207,Mayaguez,Puerto Rico,XXXXXXXXX,Mary,9979,Smith,XXXXXXXXX,Corporate,PR,1439 Lazy Stead,680
9208,Caguas,Puerto Rico,XXXXXXXXX,Carol,8041,Ball,XXXXXXXXX,Corporate,PR,"9795 Indian Wagon  Mall ",725
9209,Caguas,Puerto Rico,XXXXXXXXX,Mary,3429,Smith,XXXXXXXXX,Corporate,PR,8799 Quaking Arbor,725
